sample_id,label,label_name,case_type,source,target,rationale_count,text
1178085955032383488_twitter,2,normal,deep,twitter,,0,little bit of coach effect finally going on today clawson petersen and sonny dykes and carey negative strong collins addazio and helton
26327600_gab,0,hatespeech,deep,gab,"Arab,Islam",13,<number> months he got he was on a suspended sentence they have sentenced him to death our prisons are full off moslim extremist
6341812_gab,0,hatespeech,deep,gab,"African,Homosexual",2,andrew torba is a nigger faggot
1227920812235051008_twitter,1,offensive,deep,twitter,"Hindu,Other",3,if english is not imposition then hindi is also not imposition shut up chutiya retards stophindiimposition
1179012297479639041_twitter,1,offensive,deep,twitter,Women,3,i am fucking done with this bitch
1178861976702849024_twitter,2,normal,deep,twitter,,0,trump has no use for immigrants but dictators are fine wow
27638324_gab,2,normal,deep,gab,Islam,0,no sharia no cair no common core no muslin brotherhood no sanctuary cities or states our country our customs our way do not like it leave sharia law will never be accepted in america fran cifelli
10380188_gab,2,normal,deep,gab,Caucasian,0,if i leave i am contributing to white genocide in my own capital city tbh i like being able to do so many different things without travelling too far the architecture history is mind blowing as long as you avoid the tourists ghettoes
17007050_gab,1,offensive,deep,gab,"Arab,Caucasian,Islam",19,legal to call for the death of all white men illegal to joke about football players legal to kick white women in the head while yelling kill the white slag as long as youre muslim the turkish diversity officer was freed and charges dropped later on judge said it wasnt offensive
1179101130925719554_twitter,2,normal,deep,twitter,,0,liz truss is a fucking disgrace
13721631_gab,0,hatespeech,deep,gab,"Arab,Islam",3,for different reasons the conservative labour parties support mass 3 rd world immigration while ukip prefer paki moslem immigrants as long as they speak english over white christian europeans who may not be as fluent in english as them britain is crying out for a pro white political party
16061648_gab,0,hatespeech,deep,gab,Jewish,18,really and you are one of many jews who want the end of all white people just like a nazi
17262898_gab,2,normal,deep,gab,,0,whenever money is transferred someone can make people are profiting from it an illiterate hiv moslem increases the gdp by more than a nurse all govt spending increases gdp its easier to make money off destruction than creation if you know when traitors will stab a country in the back
12199801_gab,0,hatespeech,deep,gab,"Arab,Islam,Men,Women",31,can not really compare seasoned battlefield sand niggers who will die for their cause to soy fed scrawny little clerk boy they tortured weev they most certainly completely fucked mannings mind
11580960_gab,0,hatespeech,deep,gab,"African,Homosexual",2,what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy
1178813519921373185_twitter,2,normal,deep,twitter,,0,im sorry i do not usually get involved but you are a disgusting human being and i fucking hate you putting other people down because of your shitty mistakes
25331138_gab,0,hatespeech,deep,gab,Jewish,3,yes world need another zhid holocaust this time not <number> million but <number> that infecting countries
1246071447644143617_twitter,1,offensive,deep,twitter,Islam,5,lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit
23082971_gab,0,hatespeech,deep,gab,"Homosexual,Jewish",4,have just another rabbit running on facebook under the honey badge guise this one is a little rocket wicked fun making jews dance the homo paedo dave slatfascists is unable to find me on facebook
1179054043056021504_twitter,2,normal,deep,twitter,,0,happy birthday to my bad bitch <user> i may hate you but man i have never thought i would still have my bff on my side for the last something years thank you
13846820_gab,0,hatespeech,deep,gab,"African,Homosexual,Minority,Nonreligious,Other",2,i would love to see someone bitch slap that smug grin off that nigger faggot face
13333981_gab,1,offensive,deep,gab,"Jewish,Women",11,israel needs now that their bitch usa is bankrupt and cant keep sending them 1 0 million per day and nobody wants to be in the commie eu with its extortionate membership fees and fines and profit sharing programs
1179100302223511552_twitter,2,normal,deep,twitter,"Caucasian,Women",0,my white bitch she snort that white white
15428053_gab,1,offensive,deep,gab,Jewish,7,it does not bother me it is rather amusing to see someone like yourself claim to be intelligent then resort instantly to baseless accusations when proven wrong you communist jews are all the same
1103357342790361088_twitter,2,normal,deep,twitter,"Islam,Refugee",0,<user> in the name of humanity iraqi refugees ask the whole world to be mercy with them standwithiraqirefugees
1178319561231360000_twitter,2,normal,deep,twitter,"Asian,Caucasian",0,<user> im not lol im categorizing middle school white kids and asians as horrible fighters
1171304745023098880_twitter,1,offensive,deep,twitter,"Homosexual,Women",6,<user> so it true that everyone in the wnba is homosexual
1145423755973279744_twitter,2,normal,deep,twitter,"Men,Women",0,i swear the domestic violence relationships be lasting a life time 😭
1176201397831983105_twitter,2,normal,deep,twitter,Christian,0,<user> <user> what does the bible say about domestic violence
1178948001655599109_twitter,2,normal,deep,twitter,Caucasian,0,a plain white boy running from demons to escape white privlege
1179105676355870727_twitter,2,normal,deep,twitter,,0,<user> how about illegal immigrants should we give free abortions to illegal immigrations or do you not accept the morality of my question
1085450894710370304_twitter,2,normal,deep,twitter,Islam,0,people should not judge muslims fast crime ni crime nyinyi kazi kurusha midomo ety oh ety aa fuck you if you have nothing to say
18935258_gab,1,offensive,deep,gab,"Other,Women",8,<number> in <number> google employees are women yeah cos white guys only hire white guys only <number> of comp sci graduates are women kill me
13309159_gab,0,hatespeech,deep,gab,African,8,why do not you move to the ghetto if you like blacks so much
15036536_gab,0,hatespeech,deep,gab,Jewish,2,beat it asshole i have already argued with enough kyke shills today
6008840_gab,2,normal,deep,gab,,0,according to islam arabic is the language of allah louis farrakhan is the only moslem i can think of who can not read nor speak it
19842848_gab,0,hatespeech,deep,gab,"African,Homosexual",24,if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up
18154601_gab,1,offensive,deep,gab,Other,6,too bad you are such a retard and you muted me cuz i caught you saying dumbass shit
21849624_gab,0,hatespeech,deep,gab,African,1,there was a time when coons made actual music it ended in the early <number>
18916303_gab,0,hatespeech,deep,gab,"Homosexual,Jewish",7,um as i have said before negative ghost rider we do not accept queers or jews the pattern is full
12423012_gab,1,offensive,deep,gab,"African,Arab,Refugee",40,italian leftist communist unelected and terrorist government is about to give away italian citizenship to every illegal immigrant in italy but other eu countries are not happy because scores of african and arab thugs would also automatically become european citizens d d d
9763628_gab,0,hatespeech,deep,gab,"African,Arab,Refugee",37,white south africans are the real refugees we need to be saving let the arabs and africans save their own people for a change oh wait that who the supposed refugees are running from burnitall nomorerefugees shootthendeport
1178755135830446081_twitter,2,normal,deep,twitter,"Caucasian,Other",0,attention all hacks it time to make fun of white girls and pumpkin spice then you can go back to your orange trump jokes and correcting my spelling or kill yourself i prefer the latter
15980336_gab,0,hatespeech,deep,gab,African,31,fucking cheetahs have great athletic ability too who gives a fuck you can not build civilizations with basketballs i bring up asians because they are superior to blacks too niggers know whites are superior and that why they always come to white countries and try to fuck white women
11561381_gab,2,normal,deep,gab,Other,0,in the past hour i have seen two leftists make two remarkably stupid claims anyone with access to google and five minutes could debunk a that houston is full of nazis so they deserve the storm b the level of violence nazis committed in the 2 0 th century was unprecedented
1211444261935288320_twitter,2,normal,deep,twitter,Jewish,0,im literally not a zionist but dear lord how hard is it to just recognize that people just genuinely despise jews
14432295_gab,0,hatespeech,deep,gab,African,3,great two niggers one who shaves his hair line one that does not shave her hairline but does shave her facial hair that which makes the difference between a nigger and a monkey
12807965_gab,0,hatespeech,deep,gab,"Arab,Islam",8,the only good muzzie is a dead muzzie
1179052904642166784_twitter,2,normal,deep,twitter,Women,0,put pressure on a nigga he gone run to a weak bitch everytime ‼️ 🤮
1179100927342465024_twitter,2,normal,deep,twitter,,0,i got acid in my eyes white bitch in my ride
18122043_gab,2,normal,deep,gab,Women,0,this is a newsweek journalist threatening harassment of the mothers of political dissidents that refuse to talk to him
1179101903235538944_twitter,2,normal,deep,twitter,,0,<user> <user> any strides black women and black queer people have made to fundamentally improve our lives have come from our own actions meanwhile any movement that has made change for straight black men has included the labor of black women and black queer people
16944494_gab,2,normal,deep,gab,"Islam,Men,Other,Women",0,islam is een achterlijk discriminerend en gewelddadig rechts systeem dat seculiere democratische wetgeving vervangt en waarin geen enkele plaats is voor alles wat niet islamitisch is dat maakt islam een politieke ideologie die onaanvaardbaar is in onze samenleving
23889016_gab,1,offensive,deep,gab,"Homosexual,Women",3,come on cunt lez go the money and powrr out da back door cunt face dike
9832237_gab,0,hatespeech,deep,gab,African,2,i am part potato nigger so i am not welcome here anymore i have to go back
1176100944238587904_twitter,2,normal,deep,twitter,"Homosexual,Women",0,<user> as if only eating pussy is what makes someone a lesbian
1178875194267430912_twitter,2,normal,deep,twitter,,0,<user> <user> statistics say no but nice try black on white violence on the other hand
18971905_gab,2,normal,deep,gab,"Islam,Other",0,americans only because they are not willing to live in communist or moslem countries if they can not be in control of government though they would force such brutal policies upon us if given the chance
24935273_gab,1,offensive,deep,gab,Homosexual,16,oh now you are using my lines they do not work on me nazi faggot lol
1178491619760312320_twitter,2,normal,deep,twitter,,0,so just pray for me
25820735_gab,1,offensive,deep,gab,"Jewish,Women",38,roflmao i never said i thought you were kike only that the mud loving language you use is a kike lie can you read cunt i gave you pegged and your laborious effort to squirm out is quite evident
1116693455739195393_twitter,2,normal,deep,twitter,,0,play women and wine undo men laughing
22742019_gab,2,normal,deep,gab,African,0,people still cook i though bad pizza shitty beer and ghetto ball ruled guess i wuz rong
12723660_gab,0,hatespeech,deep,gab,African,11,another ghetto hell hag who is deeply upset god punished her to live as an ape give her a banana
1179000518242422784_twitter,1,offensive,deep,twitter,"Caucasian,Women",2,un*merce <censored> is just another white bitch trying to look as black as possible
15421677_gab,1,offensive,deep,gab,"Arab,Islam,Jewish",9,<number> israel the only country to have its borders defined for a specific nation jewish ppl2 jews pray <number> x times for the re establishment of our h land <number> pali syriana name given by romans to israel other areas <number> jewish sites only evidence of arabs is toilet on har habayit
10010219_gab,1,offensive,deep,gab,"African,Caucasian,Economic",1,sugar grove that out <number> sugar grove is nice but there are some real hillbillies back there i mean coon skin capped only has one set of clothes so one day wash clothes they have to be naked type of hillbilly
9527123_gab,2,normal,deep,gab,"Other,Refugee",0,spain and france have rejected allowing refugee ships headed for italy to be diverted to their ports there is no chance of the eu now agreeing on refugee quotas when it resisted similar calls by germany in <number> and <number>
15256768_gab,2,normal,deep,gab,"Arab,Islam",0,the muslim handler for killary obozo had valerie jarrett
16038876_gab,1,offensive,deep,gab,"Arab,Islam,Jewish",12,we also have similar views on women hey broken clocks being right sometimes and all but it does not change the fact that muslims are gross inbred brown people plus arabs are cousins to jews
13603926_gab,2,normal,deep,gab,,0,you are making me tired because all you are doing is running your mouth take your koran rub it in pig shit and suck my dick you ain t shit never were and never gonna be ever god bless muzzie free america peace out fucker
3396176_gab,2,normal,deep,gab,,0,i can honestly say that i have never watched those lard ass kardashians on tv also i have never been in a starbucks and have not been in a walmart in over twenty years top that
1178675656634372096_twitter,0,hatespeech,deep,twitter,"African,Minority,Nonreligious,Other",1,<user> <user> shut up nigger
1104904416430194688_twitter,1,offensive,deep,twitter,Women,3,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴
1125127639012917250_twitter,1,offensive,deep,twitter,Women,1,<user> lol he a classy hoe
1089964829866024960_twitter,2,normal,deep,twitter,,0,make nazi scum lose their jobs <number>
13699885_gab,0,hatespeech,deep,gab,"African,Arab,Refugee",17,so now that isis is defeated all the sand niggers can go home and stop raping and murdering their way through western countries right
1188342473464135685_twitter,2,normal,deep,twitter,"Homosexual,Women",0,<user> half the girls i develop a crush on are lesbians seems like
1179103905621434369_twitter,2,normal,deep,twitter,,0,ffs just seen yet another <user> report that has failed correctly report the basic facts correctly so much for basic research
11114636_gab,1,offensive,deep,gab,"African,Asian,Caucasian,Hispanic,Other",2,<user> if we avoid the brown mutt path i think humanity has to speciate the west and asians are too far ahead of the others you will always end up with a high level of segregation and discord mixing the lower populations and the gap is only accelerating
15309406_gab,1,offensive,deep,gab,"Islam,Refugee",8,why would a muslim wanna leave the country 🤔 this country i mean not his own shithole gross a rab country of course he would want to leave his own country even if he gets arrested it still way better than living in whatthefuckistan
25079715_gab,1,offensive,deep,gab,Other,2,of course it a miscarriage of justice its one any retard could forsee and avoid too and yet that retard is still trusting the system
19608046_gab,0,hatespeech,deep,gab,"Arab,Islam,Men,Women",11,if trudeau keeps importing sand niggers we are going to build a northern wall and make canda pay for it and they will pay when we start shipping off the sand niggers for them
8279790_gab,0,hatespeech,deep,gab,"African,Jewish",2,i only ask because if it a nigger than i care a little less back to your parenting theory nonsense parenting literally applies when you are well a child parent if someone said gas these jew babies i was like meh that would not be bad parenting
25345049_gab,0,hatespeech,deep,gab,Jewish,1,he does look like a kike
1218589835155427328_twitter,1,offensive,deep,twitter,Asian,8,<user> is that person dumb are asians not poc omg
1178755833359994893_twitter,1,offensive,deep,twitter,"Caucasian,Disability",3,most white people are retarded
1179063570719559680_twitter,2,normal,deep,twitter,,0,do not kill yourself my sister if he wants doggy style let him bark first 😕 😕 😕
21726323_gab,0,hatespeech,deep,gab,"African,Hispanic,Jewish",3,you are not even white ya fucking kike suck that fuentes spic dick more fake ass kike moonman
19040513_gab,2,normal,deep,gab,Jewish,0,it not so much about the torah which is pretty innocuous and ignored by many jews despite what is said it really about that forbidden book the talmud or babylonian talmud which as goyim cattle we are not permitted to even read good luck with your research
14527061_gab,1,offensive,deep,gab,"African,Refugee",12,lol ok you go hang out in the ghetto where they have no aspirations ambitions see how far multiculturalism gets you it will save you some time if you just look at how europe is now you will feel better if you do not hate yourself so much
15513414_gab,0,hatespeech,deep,gab,"Islam,Jewish",1,weinstein is a kike in america he nearly untouchable no matter how many women he raped
1118521140471898112_twitter,1,offensive,deep,twitter,"Homosexual,Jewish,Other",5,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east
20628487_gab,1,offensive,deep,gab,Asian,37,the asians have long had a deep deep prejudice against whites we look down on them while they are looking down on us they have no respect for us the mistake nixon kissinger made was normalizing them
13383879_gab,1,offensive,deep,gab,"Jewish,Women",6,it what happens when jews and slut whores cum together
26089002_gab,0,hatespeech,deep,gab,"African,Arab,Hispanic",9,no do not lie these shithole are great places for niggers and spics and arabs to live they all will be happy together without wypipo
1179027881495842816_twitter,2,normal,deep,twitter,,0,<user> that person i assure you will be in the ranks of the jihadists if he is not government affiliated at any level then he definitely would be jihadi affiliated secretly or not
1179081870665031680_twitter,1,offensive,deep,twitter,Homosexual,1,i amma get shadow keep join me in doing so faggots
13771543_gab,2,normal,deep,gab,"African,Caucasian,Hispanic,Islam,Refugee",0,naturalization in early america was limited primarily to those who had been formed by western civilization since we seemed to have a muzzie problem remember tripoli anyone also back in the day how many races were there kinda think back then you were either black or white unlike today
27359525_gab,1,offensive,deep,gab,"African,Men,Women",8,<user> the people have an average iq of moron these people have an average iq higher than that of the average negro by only <number> points
1179046376468033536_twitter,2,normal,deep,twitter,,0,just realised that khan was schooling trump at unga about refugee crisis
1179021226246692864_twitter,2,normal,deep,twitter,,0,<user> why do not muslim countries accept them as refugee
15400774_gab,1,offensive,deep,gab,"Hispanic,Indigenous,Islam",16,i am totally disgusted with uk wstmnstr mps who seem to think that a minority moslem population proven to be welfare parasites terrorists pedo rapists overly represented in convicted criminals is more worthy of their support than the indigenous taxpaying british they clearly show their treason
1266977469371944961_twitter,2,normal,deep,twitter,Jewish,0,<user> well you killed a grammar nazi with that reply for sure
1114981420508827648_twitter,2,normal,deep,twitter,Women,0,<user> she is being threatened with actual violence not the pretend violence you are worried about
24946336_gab,1,offensive,deep,gab,"Islam,Jewish",14,yes it is the capitol on the smallest moon in the galaxy that orbits the largest planet owned by space muslims the universe is outraged the space jews appropriated this tiny muslim moon
27057892_gab,0,hatespeech,deep,gab,Islam,43,i will never ever fight in any war for the benifit of islam or muslims i will not spill my blood for people that want to kill me and my way of life i dont care who there fighting or where or why
8391527_gab,0,hatespeech,deep,gab,African,17,ill honk as i drive through your ghetto cant stop i have white business to attend to
26350830_gab,1,offensive,deep,gab,"African,Caucasian,Men,Women",20,memorial day remember why we fought so white women can serve black men who then crap out the food later dmtbka
26094518_gab,2,normal,deep,gab,"Islam,Other",0,a complete autobiography from his kenyan birth indonesian moslem upbringing commie education college choom gang false presidency imprisonment
1179048516058075136_twitter,0,hatespeech,deep,twitter,African,1,everytime i see diggs trending i get scared but it stefan diggs mane duck that nigger
23440601_gab,1,offensive,deep,gab,"Jewish,Men,Refugee,Women",50,the us army liberals are gonna help jews bring more refugees from the middle east so thay can attack americans and stomp of the usa flag american soldiers and liberals are the same thing liberals help jews persecute capitalists locally for money soldiers help jews persecute capitalists abroad for money
1178866756435079168_twitter,2,normal,deep,twitter,,0,i fucking hate wifi
16905410_gab,0,hatespeech,deep,gab,Jewish,1,i am gonna give her a listen maybe royals is about the kike assassinated romanovs
9314019_gab,2,normal,deep,gab,Homosexual,0,who knew the gay mafia is real
1079795475560218626_twitter,1,offensive,deep,twitter,Refugee,7,<user> <user> treat the immigrants as drug traffickers they will soon have a change of mind 👍
19987718_gab,0,hatespeech,deep,gab,African,1,would not call myself a vargonite but that nigger is more truth than anything you will ever be
18738836_gab,1,offensive,deep,gab,Other,49,so what have you alt right anti semitic homophobic beta cucks done but cost votes and give the left their bogey men ps none of you are alpha males you are beta cucks who virtue signal by calling people gay to hide all the dicks you cram down your throats
15448544_gab,0,hatespeech,deep,gab,"Asian,Jewish",3,i do not want to hear about systemic racism and power privilege from asians and kikes since they are statistically wealthier than us shut the fuck up
13675383_gab,1,offensive,deep,gab,Other,7,wat are you trolling me or just retarded
1267061401597521920_twitter,1,offensive,deep,twitter,Asian,6,<user> and the chinaman will eat both
24761613_gab,0,hatespeech,deep,gab,Islam,1,our ruler have dumped muzzies in nashville probably for that reason spite
21854608_gab,0,hatespeech,deep,gab,African,2,niggaz was fat in the good old days and they usually died of heartattacks by fitty from crack cocaine and chasing white women dat nigger found jesus and a guru
1178179417585147904_twitter,0,hatespeech,deep,twitter,"African,Other,Women",1,bad drunk dick in her throat skrt skrt this nigger
7740932_gab,1,offensive,deep,gab,Islam,16,might as well say an enemy of america since he is enabling the moslem scum banislam
1179097057942020097_twitter,2,normal,deep,twitter,,0,<user> places where white people are discriminated against south africa the middle east anywhere that is not europe or north america
1251685574546583553_twitter,1,offensive,deep,twitter,Women,3,ugly women posting selfies is harassment
12914760_gab,0,hatespeech,deep,gab,"Islam,Jewish",1,philippines is over <percent> moslem and marilou danley has a southern mindanao face they will not release her maiden name someone needs to search flip media for it because they will find it before western kike media
1241973914625921024_twitter,1,offensive,deep,twitter,"Other,Women",5,<user> this bitch still around damn
1178828762764341248_twitter,2,normal,deep,twitter,,0,<user> and fuck you too
17963658_gab,0,hatespeech,deep,gab,"African,Homosexual,Other",5,spiderman thread street shitter storm fag snow flakes free speech rules all praise the chaos oops i stepped in nigger shit oh wait sorry just stormfags here
13218655_gab,2,normal,deep,gab,"Caucasian,Women",0,was called a nazi once at a social gathering so i called the sjw a nazi back she was horrified even more so when i gave her examples of her speech was gratifying she would not speak to me again that night
1272904276801699850_twitter,2,normal,deep,twitter,,0,benazircorruptionrevealed the sindh health minister had virtually gone missing the civil hospital karachi was facing immense problems
1170780805137874944_twitter,1,offensive,deep,twitter,Islam,5,<user> not stanning the boyz is an act of violent islamophobia btw
18138686_gab,0,hatespeech,deep,gab,Hispanic,3,all beaners back to taco land
11937928_gab,0,hatespeech,deep,gab,African,36,whites and asians have developed the frontal lobes needed for collaboration due to harsh conditions unkown to our hominid ancestors blacks have yet to evolve such traits because of evolving in conditions identical to prehuman ancestors
15122698_gab,1,offensive,deep,gab,"African,Christian,Refugee",30,story headline is misleading the actual issue reads as highly superstitious nominally christianized african immigrants abusing accidentally murdering their kids in diy exorcism attempts kids might not have been demon possessed at all except in the minds of nutbag parents theyhavetogoback
13829718_gab,0,hatespeech,deep,gab,African,2,rv has gone full nigger
10880498_gab,2,normal,deep,gab,African,0,be proud of your heritage no nigger could ever make this kind of art and no nigger will ever come close to being half the man as general robert e lee
16377782_gab,1,offensive,deep,gab,"Hispanic,Men,Refugee,Women",6,twitter refugees not welcome build a wall
1162565308663644161_twitter,2,normal,deep,twitter,Women,0,eight inch big ooh that good pipe bad bitch i ama ride the dick all night
8442798_gab,1,offensive,deep,gab,Women,1,i may have ruined your life but we had a fucking ball did not we bitch do not lie
1179098148310044672_twitter,0,hatespeech,deep,twitter,African,1,niggers are so embarrassing
26325611_gab,1,offensive,deep,gab,Islam,1,being different is a crime according to the left and i would assume there muzzie friends follow the same retarded narrative individual autonomy is going extinct brace yourselves political correctness
15891685_gab,0,hatespeech,deep,gab,African,20,i disagree blm want to destroy me and my family they hate all white people and believe they are a superior race
1109817267590709249_twitter,2,normal,deep,twitter,,0,chike ofili it propaganda to say ifeanyi okowa mentioned the name of ipob god chukwuokikeabiama it a lie from pit of hell
1178826128338780160_twitter,2,normal,deep,twitter,,0,oh i fucking hate you cuz you a fucking time wasting motherfucker
13565733_gab,0,hatespeech,deep,gab,"Homosexual,Jewish,Women",14,is it gonna be you you said they offered to let you be in playboy in the <number> maybe they are not ready for a kike whose make up makes her look like a neanderthal painted up as a shemale rodeo clown <user>
1179073601556889600_twitter,2,normal,deep,twitter,,0,gender forum <user> <user> what way forward for the victims and survivors of sexual harassment and violence
1268337183037030407_twitter,1,offensive,deep,twitter,Women,14,<user> for someone so powerful you sure do like licking nazi boot like a bitch
1178808202730721280_twitter,0,hatespeech,deep,twitter,African,3,my supervisor is a fucking coon i have a white kid telling other kids that they are acting like niggers and he doing nothing about it
1178711725924855808_twitter,0,hatespeech,deep,twitter,"African,Jewish",1,i think at this point it better to just have a set day like every 1 2 th or something so people do not get confused like how we do with blackout you all really should be taking notes from the niggers
24217620_gab,0,hatespeech,deep,gab,"African,Homosexual,Men",6,all you talk about is nigger cocks me thinks you suck and get fucked by nigger cocks regularly closeted homo
1178705120470548480_twitter,2,normal,deep,twitter,,0,justin looking mighty fine in his white polo shirt
1179073367791591424_twitter,2,normal,deep,twitter,,0,you all white ppl can say the n word but get upset if i say something is retarded ok
16387934_gab,0,hatespeech,deep,gab,"Caucasian,Jewish,Women",4,do not appropriate words you have no fucking clue on nazi aryan is not the retarded definition that you white supremacist cunts continue to believe
23069299_gab,0,hatespeech,deep,gab,Jewish,1,dude you are a fucking idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that kike shit
27438791_gab,0,hatespeech,deep,gab,"Arab,Caucasian,Minority,Other",1,i do not think i am prettier i know it and you know it too and it drives you nuts so you post about me being an animal killing me you want the beautiful white women gone you are just the darker side of shitskin beautiful white people something you will never be
1179083861441093632_twitter,1,offensive,deep,twitter,Caucasian,1,<user> <user> <user> they d probably say it tends toward redneck new zealander but the sentiment is the same
1258692523603746816_twitter,1,offensive,deep,twitter,Women,5,it be the same hoes talking shit in a group chat that ’ insecure asf in real life by themselves 😭
24232732_gab,1,offensive,deep,gab,"Homosexual,Women",8,what a faggot fuck sessions the little bitch
1181235518908047360_twitter,2,normal,deep,twitter,"African,Men,Other,Women",0,working really is ghetto
1160195525238513664_twitter,2,normal,deep,twitter,Other,0,waddup twitter i just want u to know that i am queer as heck and that also u should drink lots of water bc it hot today and you deserve it
1110212333303971840_twitter,1,offensive,deep,twitter,Other,3,<user> proof that you are retarded because you play xbox that not even accurate lmao
1178880084154834944_twitter,2,normal,deep,twitter,,0,<user> <user> <number> hillbilly polled
19350480_gab,0,hatespeech,deep,gab,"Jewish,Women",2,it certainly fugly enough to be a kike bitch
1246653239535104005_twitter,0,hatespeech,deep,twitter,Islam,6,<user> do not treat them jihadi arrest them and shoot them
23263213_gab,1,offensive,deep,gab,"Heterosexual,Homosexual",2,the cold adapted eurasians of the northern hemisphere will make way for the homo superior as the thin white duke would put it
16118406_gab,0,hatespeech,deep,gab,Islam,4,by taking known numbers of muslim refugees being allowed onto our soil daily <number> multiplying each by <number> for chain migration every muslim in the world could potentially be here by <number> enough diversity yet stopislam banislam
14601968_gab,2,normal,deep,gab,"Homosexual,Women",0,take a look at that sign fighting for women of all genders no there is only <number> female gender
1246662045451288576_twitter,1,offensive,deep,twitter,"African,Other",1,drinking by myself how ghetto
13791088_gab,1,offensive,deep,gab,Jewish,1,this kike does not understand someone help her
1179097091089371137_twitter,0,hatespeech,deep,twitter,"Homosexual,Women",2,why are the most extreme feminists always lesbian dykes trying to be guys anyway
1174340141881733122_twitter,2,normal,deep,twitter,,0,the city of brampton and the region of peel need funding from the federal government to fight gun violence the issue is not <number> gangs
1179012495689867264_twitter,0,hatespeech,deep,twitter,African,1,i try to give black owned businesses a chance i really do but you niggers love playing with people
11083058_gab,1,offensive,deep,gab,Refugee,4,the msm terminology went from illegal aliens to undocumented immigrants to just immigrants over the last couple of years i know many legal immigrants that i am glad are here deliberately confounding those people with law breakers is disgusting newspeak msm illegals propaganda
1272645324645990406_twitter,2,normal,deep,twitter,Other,0,<user> belong to the ghetto
21563650_gab,0,hatespeech,deep,gab,Hispanic,1,you seen how many old stormer accounts have been banned i got a warning for defending paul nehlen against based spic maga hat burger nationalists
20200119_gab,2,normal,deep,gab,Women,0,craigslist ad hiring women for the student led school walk out for march why are they paying people to show up
1178569121371426816_twitter,2,normal,deep,twitter,,0,<user> <user> i ´ m sure the link is that they are all white nazi brexiteers
1178693749767098369_twitter,2,normal,deep,twitter,,0,<user> <user> <user> where your source i still have not seen any proof of the high levels of trans women who get raped in male prisons
1092391125686669312_twitter,2,normal,deep,twitter,,0,rt carlosphoenix to p50 fans ariana grande
6156507_gab,2,normal,deep,gab,"Homosexual,Islam,Jewish,Men,Women",0,new followers uhm hi look if you hate liberals lgbt muslim people jewish people millennials or whatever then kindly fuck off i suppose i cant make you but you are gonna want to unfollow anyway after i start posting if not then yo have a nice day i guess
17448265_gab,0,hatespeech,deep,gab,Jewish,1,bye bye kike er may you be reincarnated a worm after a long time in hell
23290012_gab,1,offensive,deep,gab,"African,Arab,Hispanic",11,because mein neger persians are not arabs they are your white family oh sure many have crossbred with arabs afghans greeks and indians due ti proximity but vast majority are white ditto for many armenians
1179094638231031808_twitter,2,normal,deep,twitter,"Hispanic,Women",0,white claws are for white girls what michelob ultras are to mexican girls just an excuse to get drunk unleash their inner slut 🤣
1178225289236598784_twitter,0,hatespeech,deep,twitter,"Homosexual,Women",6,i hate when big dyke bitches say i hate coming to these big faggot scenes bitch if yo gay dykey ass dont stfu
21037385_gab,2,normal,deep,gab,Other,0,welcome to gabfam perhaps your interactions here will convince you to stop using that social media ghetto instagram not sure we have a freedom based alternative yet keep looking i will speakfreely computefreely
15451081_gab,0,hatespeech,deep,gab,African,2,are not you late for watching your wife getting gang banged by nigger apes you race traitor cuck a war is coming asshole
24218254_gab,0,hatespeech,deep,gab,"African,Homosexual",31,im like aimin to fuck up this big special forces wanker niggah he like im going to jail thats right bitch im better than you at killin faggot take a hike
12182895_gab,1,offensive,deep,gab,Other,3,terrifying ly retarded
14486576_gab,0,hatespeech,deep,gab,Homosexual,3,haha there are a lot of hollywood faggots and queers being outed lately keep your dick in your pants assholes fucking hypocrites perfect for this maybetheyshouldjustshutup
1178830793545781249_twitter,2,normal,deep,twitter,,0,<user> <user> <user> lord almighty thank you for the peace that comes when a predator feels your wrath very historic indeed no other african american comedian has raped a lesbian to expose his serial rapist past and expose the enablers who praise the false idol he in prison praise jesus 🙏
1079617783862824960_twitter,2,normal,deep,twitter,Homosexual,0,<user> <user> you are gay
1179105117565575171_twitter,2,normal,deep,twitter,,0,<user> <user> bro need to clean that white ass tongue 😭 😭 😭
1179081516544069635_twitter,2,normal,deep,twitter,,0,<number> christianity offers nothing to the victims of auchwitz because a they were either jews who did not believe in jesus b) were never given a chance to be absolved of their sin so they are in hell now if god was real and cared about auchwitz it should have done something
26030631_gab,0,hatespeech,deep,gab,"Jewish,Men,Women",2,nope disgusted muted keep your kike smut to yourself
26212911_gab,0,hatespeech,deep,gab,Jewish,1,jew on a stick now kike in a bag whatever will they think of next
24039364_gab,0,hatespeech,deep,gab,"African,Hispanic",24,i do not know why they make the carjacker a white guy tho it not realistic irl it would be a nigger or spic
